Structure [idcode]	Name	Basic_pKa_greater5	Acidic_pKa_lower9	CNS-Kind	Molweight	cLogP	cLogS	cLogD (pH=7.4)	H-Acceptors	H-Donors	Total Surface Area	Molecular Flexibility	Molecular Complexity	Non-H Atoms	Binned Molweight	Smiles	
eohTJD@NOMKGBj`@c@HrQRKKIQSPzJKIJYKAc`RyzjjjYjjZj@B`@@	Spirapril		3.64	non-CNS	466.621	0.4754	-3.315	-3.2997	7	2	341.35	0.56374	0.87464	31	450 <= x < 475	CCOC(C(CCc1ccccc1)NC(C)C(N(CC1(C2)SCCS1)C2C(O)=O)=O)=O	
fagQ@@F}AdTbdVQfRdrrRhIVg^rUoZjjjjjjVjh@@	Stanozolol			non-CNS	328.498	3.3191	-3.937	3.3191	3	2	242.03	0.26199	0.90826	24	325 <= x < 350	CC(CC1)(C(C)(CC2)C1C(CC1)C2C2(C)C1Cc1n[nH]cc1C2)O	
f`qPP@DX@IWlbbbRbRQsNFluTttuP@@	Stavudine			non-CNS	224.215	-0.6742	-1.285	-0.67541	6	2	162.34	0.40695	0.76387	16	200 <= x < 225	CC(C(N1)=O)=CN(C2OC(CO)C=C2)C1=O	
fhq`Q@C\uxH@a`QdbbTNbaRaJUKMSTu@U@@	Stepronin		3.56	non-CNS	273.332	0.0801	-2.616	-3.7574	5	2	196.27	0.52646	0.61292	17	250 <= x < 275	CC(C(NCC(O)=O)=O)SC(c1cccs1)=O	
fhiA`@@TLeLknmubgATDAMUTPtQBT@	Stiripentol			CNS	234.294	3.5327	-3.713	3.5327	3	1	186.06	0.43636	0.67279	17	225 <= x < 250	CC(C)(C)C(/C=C/c(cc1)cc2c1OCO2)O	
eaU^C@@@ed\RV^PLFAMCNackgh\bTfbbQbRbbbRbbUbUTqg@dQVwsUUUUUUUUUUTtuP@@	Streptomycin	11.38		non-CNS	581.578	-8.2075	0.965	-12.706	19	14	392.72	0.56344	0.97964	40	575 <= x < 600	CC(C(C1OC(C(C2O)NC)OC(CO)C2O)(C=O)O)OC1OC(C(C(C(C1O)NC(N)=N)O)NC(N)=N)C1O	
fhqpp@HHXBbcVCdRbaTTVaQgMSUUUT@@	Streptozocin			non-CNS	249.222	-2.2664	-0.021	-2.2664	9	4	176.14	0.58327	0.71581	17	225 <= x < 250	CN(C(NC(COC(CO)C1O)C1O)=O)N=O	
fbyPPBAA@bRaRF\bbRRTTfjTcUUMUUT@@	Succinylcholine			non-CNS	290.402	-6.2868	0.954	-6.2868	6	0	236.88	0.75476	0.46544	20	275 <= x < 300	C[N+](C)(C)CCOC(CCC(OCC[N+](C)(C)C)=O)=O	
fmwPb@NVbT@PeL~roLlroxihputsUUUTCPQP@@	Sufentanil	8.86		CNS	386.558	4.0822	-3.566	2.6029	4	0	308.82	0.55156	0.82134	27	375 <= x < 400	CCC(N(C1(COC)CCN(CCc2cccs2)CC1)c1ccccc1)=O	
dg]L`LnDD@cIIBhhd]ikTC@P@@	Sulfacetamide		4.3	non-CNS	214.244	0.1644	-1.527	-2.936	5	2	151.83	0.5	0.59188	14	200 <= x < 225	CC(NS(c(cc1)ccc1N)(=O)=O)=O	
fbuIb@LBCFBO@BLddJbbRRtvvgVBmPLDcUD@@	Sulfacytine			non-CNS	294.334	-0.0121	-2.322	-0.012406	7	2	211.86	0.50316	0.73028	20	275 <= x < 300	CCN(C=CC(NS(c(cc1)ccc1N)(=O)=O)=N1)C1=O	
fhiHb@LBdFB@AFRREQQII[Z][ru@@@D@@@	Sulfadiazine		6.99	non-CNS	250.281	0.0877	-2.292	-0.46508	6	2	179.1	0.48349	0.62953	17	250 <= x < 275	Nc(cc1)ccc1S(Nc1ncccn1)(=O)=O	
fjmHR@LBBfBOQ@DYIHUEDdehdmiu`kT@@AET@@@	Sulfadimethoxine		6.91	non-CNS	310.333	0.6505	-3.378	0.035166	8	2	223.62	0.46164	0.75832	21	300 <= x < 325	COc1cc(NS(c(cc2)ccc2N)(=O)=O)nc(OC)n1	
fjmHR@LBCfBKI@DYIHUEDdhldcks`kT@@PET@@@	Sulfadoxine		6.12	non-CNS	310.333	0.281	-3.107	-1.025	8	2	223.62	0.43227	0.77994	21	300 <= x < 325	COc(c(NS(c(cc1)ccc1N)(=O)=O)ncn1)c1OC	
fdyHb@LBeFB@AFRREQQIIZ[Sk^Vh@@@h@@@	Sulfamerazine		6.99	non-CNS	264.308	0.4856	-2.66	-0.065859	6	2	191.36	0.48638	0.6621	18	250 <= x < 275	Cc1ccnc(NS(c(cc2)ccc2N)(=O)=O)n1	
fleIb@LBdFBH`BLddJbbRRvVtzwej@@@J`@@	Sulfameter		7.06	non-CNS	280.307	0.0177	-2.31	-0.4879	7	2	201.36	0.50583	0.655	19	275 <= x < 300	COc1cnc(NS(c(cc2)ccc2N)(=O)=O)nc1	
fleHb@LBdfB@AFRREQQIIZIZ][ru@@@EP@@@	Sulfamethazine		6.99	non-CNS	278.335	0.8835	-3.028	0.33335	6	2	203.62	0.48886	0.67019	19	275 <= x < 300	Cc1nc(NS(c(cc2)ccc2N)(=O)=O)nc(C)c1	
fhiHa@LRlFB@A@`cIIBhhddmmNMYZ`dJJD@@	Sulfamethizole		6.71	non-CNS	270.336	0.4683	-2.576	-0.30435	6	2	187.3	0.47738	0.68861	17	250 <= x < 275	Cc1nnc(NS(c(cc2)ccc2N)(=O)=O)s1	
fleIb@LB\fBK@BLddJbbRTVVuypUj@@HB`@@	Sulfametopyrazine		5.91	non-CNS	280.307	-0.0876	-2.503	-1.5873	7	2	201.36	0.41542	0.73114	19	275 <= x < 300	COc1nccnc1NS(c(cc1)ccc1N)(=O)=O	
fdyqb@LRcA@`AFRREQQIIYKScVVhIBbhP@@	Sulfamoxole		6.81	non-CNS	267.308	1.0191	-3.481	0.32871	6	2	194.55	0.47878	0.71675	18	250 <= x < 275	Cc1c(C)oc(NS(c(cc2)ccc2N)(=O)=O)n1	
dmuD`LVD@HrRRqIXYV`@`@@	Sulfanilamide			non-CNS	172.208	-0.2537	-1.591	-0.25381	4	2	118.88	0.41195	0.64378	11	150 <= x < 175	Nc(cc1)ccc1S(N)(=O)=O	
ffcHb@LBLfB@AFRREQQIQHsI[WcNKUZ`dJ`H@P@@	Sulfaphenazole		6.82	non-CNS	314.368	0.8016	-3.285	0.18065	6	2	229.3	0.47695	0.76455	22	300 <= x < 325	Nc(cc1)ccc1S(Nc1ccnn1-c1ccccc1)(=O)=O	
f`qpa@LR}A@@`PQddaTTRRUtxuejBPha@@	Sulfathiazole		6.93	non-CNS	255.321	0.9067	-2.758	0.30882	5	2	176.28	0.47574	0.66485	16	250 <= x < 275	Nc(cc1)ccc1S(Nc1nccs1)(=O)=O	
ek`TLH@G@hKO@@aJnUWn[vYU\QQpH[YXyhHHifh@@@HH@J@@	Sulfinpyrazone		3.86	non-CNS	404.489	2.9731	-3.091	-1.0133	5	0	298.12	0.43928	0.80649	29	400 <= x < 425	O=C(C(CCS(c1ccccc1)=O)C1=O)N(c2ccccc2)N1c1ccccc1	
fdyqb@LFcA@`AFRREQQIJH{WcVVhIBhhP@@	Sulfisoxazole		5.8	non-CNS	267.308	0.7849	-3.359	-0.82106	6	2	194.55	0.47878	0.72768	18	250 <= x < 275	Cc1c(NS(c(cc2)ccc2N)(=O)=O)onc1C	
fikPs@OA`bk^c@DYBBaFRRFJIIKYIIJJJlYrt@@@UULp@@@	Sulfoxone		1.7	non-CNS	404.487	-2.175	-4.256	-11.032	8	4	270.18	0.62894	0.66621	25	400 <= x < 425	OS(CNc(cc1)ccc1S(c(cc1)ccc1NCS(O)=O)(=O)=O)=O	
fncpR@LVcAFc@BLddlRTrbvTTVEKMUh@JZjjhhAh@@	Sulpiride	8.39		CNS	341.431	0.6079	-2.025	-0.42499	7	2	252.19	0.53333	0.78472	23	325 <= x < 350	CCN1C(CNC(c(cc(cc2)S(N)(=O)=O)c2OC)=O)CCC1	
ffm`RDNL]GH@`DyIDULhdldidcVjih@JjjHAH@@	Suplatast			non-CNS	328.451	1.4324	-3.412	1.4324	5	2	253.65	0.64072	0.59413	22	325 <= x < 350	CCOCC(COc(cc1)ccc1NC(CC[S+](C)C)=O)O	
fmP`@LN@cHheEEDheELldcm^]eqVsFmjjjj`B`@J`@@	Solifenacin	8.88		CNS	362.471	4.3998	-3.799	2.9022	4	0	274.69	0.31209	0.81719	27	350 <= x < 375	O=C(N(CC1)C(c2ccccc2)c2c1cccc2)OC1C(CC2)CCN2C1	
foAaR@APPZs`AFRRFQQGQTEKRuUULt@@	Sulbactam sodium		3.09	non-CNS	233.243	-0.1556	-0.47	-4.4656	6	1	140.92	0.21812	0.88723	15	225 <= x < 250	CC(C)(C(C(O)=O)N(C1C2)C2=O)S1(=O)=O	
fakP@`CIADBBEQGXcHhhdhllhhdd\sb\u[@PUUTB`QDJD@@	Sulconazole nitrate	6.51		non-CNS	397.756	5.5189	-5.389	5.4258	2	0	284.51	0.50838	0.76182	24	375 <= x < 400	Clc1ccc(CSC(Cn2cncc2)c(ccc(Cl)c2)c2Cl)cc1	
fi{Aa@H]F@H[HIUvnlsJ~mpUoIJt@DtCAELQ@EDIP	Sulindac		4.09	CNS	356.416	3.1103	-3.438	-0.19971	3	1	258.6	0.37176	0.88107	25	350 <= x < 375	CC1=C(CC(O)=O)c(cc(cc2)F)c2/C1=C/c(cc1)ccc1S(C)=O	
fdyPQ@LQ`cpPAC`cIICDhlmeIqQkKUPPDm@@@	Sulthiame			CNS	290.363	-0.4114	-3.33	-0.41171	6	1	190.78	0.48743	0.71581	18	275 <= x < 300	NS(c(cc1)ccc1N(CCCC1)S1(=O)=O)(=O)=O	
foQP@@@FRfYeUz\e[S`@`JbB@@	Tacrine	8.95		CNS	198.268	2.5091	-3.514	0.9433	2	1	156.68	0.10366	0.80599	15	175 <= x < 200	Nc1c(CCCC2)c2nc2ccccc12	
ekd\B@@DFH`MAcdfYgUgeeuoVAEKHdjinemcfjjijB@@`jXH@@	Tadalafil			non-CNS	389.410	2.396	-3.61	2.396	7	1	271.33	0.21872	0.97829	29	375 <= x < 400	CN(CC(N(C1Cc2c3[nH]c4c2cccc4)C3c(cc2)cc3c2OCO3)=O)C1=O	
fbmaa@ERSdDPrHrJIJHqIIIZTyhw`pAEM@Dp@@@	Tafamidis		3.6	non-CNS	308.120	4.0115	-6.091	0.34326	4	1	211.01	0.28868	0.81096	20	300 <= x < 325	OC(c(cc1)cc2c1nc(-c1cc(Cl)cc(Cl)c1)o2)=O	
eh\\LL@Da`Y@i`IABPpdLbdLRTvbbbbbrjRfrDTbrJzj`BH@`BbjjhBAZ`@	Tafenoquine	10.2		non-CNS	463.498	4.7717	-7.149	1.9673	6	2	348.64	0.46744	0.93257	33	450 <= x < 475	CC(CCCN)Nc(c1nc(OC)cc(C)c11)cc(OC)c1Oc1cccc(C(F)(F)F)c1	
e`XPJD@FKLmc`IABPrJSIIQQQQHiGIISJN^IUUSUPUPTMTuT@HDUT@	Tafluprost			non-CNS	452.536	5.3201	-5.055	5.3201	5	2	355.9	0.60454	0.75107	32	450 <= x < 475	CC(C)OC(CCC/C=C/CC(C(CC1O)O)C1/C=C/C(COc1ccccc1)(F)F)=O	
ec`VHD@FCOJfim@ICZPrJIJIIQQFKIQYQT\JNF^E]CSPAESTa@qUEBaHgD@@	Talazoparib	1.45	9.48	non-CNS	380.357	2.0485	-4.554	2.0481	7	2	266.1	0.23057	0.98203	28	375 <= x < 400	Cn1ncnc1[C@H]([C@@H](c(cc1)ccc1F)Nc1c2c3cc(F)c1)C2=NNC3=O	
dg@`LIPBLdTTJRrVUJtsUUM@@	Talipexole	8.23		CNS	209.316	1.8632	-2.043	0.97094	3	1	166.62	0.34792	0.67534	14	200 <= x < 225	C=CCN(CC1)CCc2c1nc(N)s2	
fega`@M@PiInUvvUmik``qKuh@Ih@JjjB@@	Tamibarotene		3.69	non-CNS	351.445	4.351	-5.547	0.6447	4	2	270.21	0.46224	0.80899	26	350 <= x < 375	CC(C)(CCC1(C)C)c(cc2)c1cc2NC(c(cc1)ccc1C(O)=O)=O	
ec`ZD@@D@jna`ALbbbbRTrNTRVTRQCBfacaURvsUTuUUUT@ET@@@	Tandospirone	7.62		CNS	383.494	1.3443	-2.183	0.91914	7	0	284.54	0.48751	0.8293	28	375 <= x < 400	O=C(C1C2C3CC1CC3)N(CCCCN(CC1)CCN1c1ncccn1)C2=O	
f`aa@@K@rJIJFJIFTY@AUUT@@@	Tapentadol	9.6		CNS	221.343	2.9215	-2.014	0.71416	2	1	191.47	0.69244	0.62953	16	200 <= x < 225	CCC(C(C)CN(C)C)c1cccc(O)c1	
eol^H@@DNGEmkg`LbbbTVRbbRnTTRbrXDt\RrfNn^ZjB@B`HHIF`H@@	Tasosartan		5.85	non-CNS	411.468	3.2324	-6.461	2.9311	8	1	316.26	0.43542	0.91145	31	400 <= x < 425	Cc1c(CCC(N2Cc(cc3)ccc3-c(cccc3)c3-c3n[nH]nn3)=O)c2nc(C)n1	
edZXFH@FHDLAAhP@cIIJdidhiiDdYhlhelEeUtmm|BmUMUUUUUUUUU@@@	Tauroursodeoxycholic acid		-0.9	non-CNS	499.710	2.0912	-4.395	-6.2882	7	4	359.06	0.54189	0.90727	34	475 <= x < 500	CC(CCC(NCCS(O)(=O)=O)=O)C(CC1)C(C)(CCC2C(C)(CCC(C3)O)C3C3)C1C2C3O	
fi{`b@OUZ@HrQQJKJXiQIYSJgARSf`bBk`@fj@@@	Tazarotene			non-CNS	351.469	3.8565	-4.378	3.8565	3	0	281.79	0.32193	0.79048	25	350 <= x < 375	CCOC(c(cc1)cnc1C#Cc(cc1)cc2c1SCCC2(C)C)=O	
fbmIR@AZ|fBKNb@HrRPrJI[QQETEHr\kUUUMRmP@@	Tazobactam		2.86	non-CNS	300.294	-1.5093	0.137	-6.0473	9	1	188.9	0.40002	0.9463	20	300 <= x < 325	CC(Cn1nncc1)(C(C(O)=O)N(C1C2)C2=O)S1(=O)=O	
ehR\FD@LBKDljaic`@bPHrQQZ[IQQQJKYYQFZSBc`RsrHjfjjZjffjijjh@@	Tebipenem	6.27		non-CNS	497.635	1.4559	-3.868	1.4251	9	1	343.58	0.48747	0.94186	33	475 <= x < 500	CC(C(C(C1C)N2C(C(OCOC(C(C)(C)C)=O)=O)=C1SC(C1)CN1C1=NCCS1)C2=O)O	
ff}i@@IFmxHLdTrTraRTrRSNRUP@TsSUTPHZ`	Tegaserod	8.5		non-CNS	301.393	2.8267	-3.563	1.6928	6	4	254.98	0.42235	0.75761	22	300 <= x < 325	CCCCCNC(N/N=C/c1c[nH]c(cc2)c1cc2OC)=N	
ehz~F@@DJECNhSPMF`Q]\bbTTRTTQRtVbdLlRbVVfbtVtT|Rj^~qi}CZ`hFhjjZjjfjjZZjJh@@	Telaprevir			non-CNS	679.860	1.5491	-4.494	1.5491	13	4	517.75	0.49513	0.91265	49	675 <= x < 700	CCCC(C(C(NC1CC1)=O)=O)NC(C(C(CCC1)C1C1)N1C(C(C(C)(C)C)NC(C(C1CCCCC1)NC(c1nccnc1)=O)=O)=O)=O	
fhiQP@DX@IW`yEEDeDdbdsakMUMMUU@@@	Telbivudine			non-CNS	242.230	-1.2509	-1.114	-1.2521	7	3	168.45	0.41489	0.78763	17	225 <= x < 250	CC(C(N1)=O)=CN(C(C2)OC(CO)C2O)C1=O	
enSRD@@@jgo`DLbfbbTVVrTTTRrbQfTRrDtl\rjFVAaiYZB@@BjA`bij`@H@@@	Telmisartan	5.82	3.68	non-CNS	514.627	6.3757	-6.799	2.6216	6	1	399.82	0.41516	0.9526	39	500 <= x < 525	CCCc1nc(c(C)cc(-c2nc(cccc3)c3n2C)c2)c2n1Cc(cc1)ccc1-c(cccc1)c1C(O)=O	
efYVLB@FABaid[BZPHbJPRdLiCHhdihdeEeIiThcDediiQqhYtL}}@DUKUU@AP@USDBBdaP@	Telotristat	9.42	1.69	non-CNS	546.936	0.9732	-6.178	-4.7898	9	3	385.06	0.4393	0.90322	38	525 <= x < 550	Cc(cc1)nn1-c1c([C@H](C(F)(F)F)Oc2nc(N)nc(-c3ccc(C[C@@H](C(O)=O)N)cc3)c2)ccc(Cl)c1	
e`TTJD@AIOLbjf`@a`HrQQJIQIIESQQUISIBJZFO_UUMUTuLuT@D`@@	Temocapril		4.13	non-CNS	476.616	1.3274	-3.302	-2.1955	7	2	356.63	0.53631	0.83102	32	475 <= x < 500	CCOC(C(CCc1ccccc1)NC(CSC(CN1CC(O)=O)c2cccs2)C1=O)=O	
egZpKH@FNCGOHk`XTQUSP@cIEEidihmBeEEEDddeeDUhdeaQIhxEtml|]\cSsKSMUUUUPTQQSAAEUUE@@@	Teniposide			non-CNS	656.659	1.3462	-4.852	1.3411	13	3	438.82	0.35443	1.0252	46	650 <= x < 675	COc1cc(C(C(C(CO2)C3OC(C(C4O)O)OC5C4OC(c4cccs4)OC5)C2=O)c2c3cc3OCOc3c2)cc(OC)c1O	
flehR@IF]ELDXhCprRRiQZJIKJs`qZjjhDBbCJ@@	Tenofovir		1.35	non-CNS	287.215	-3.8833	-1.649	-9.93	9	3	200.61	0.5623	0.77309	19	275 <= x < 300	CC(Cn1c2ncnc(N)c2nc1)OCP(O)(O)=O	
fchP@DF]yHFCgdTTTRRUTRTVRRRdYVhy[ujjjj@H@Jj`a``@	Terazosin	7.24		non-CNS	387.439	1.0455	-3.293	0.81594	9	1	288.59	0.34046	0.84632	28	375 <= x < 400	COc(cc1c(N)nc(N(CC2)CCN2C(C2OCCC2)=O)nc1c1)c1OC	
ff}`@@@IToKJsujwhuTBA@YU@BGH	Terbinafine	8.86		non-CNS	291.437	5.3193	-6.141	3.7638	1	0	261.43	0.57767	0.65353	22	275 <= x < 300	CC(C)(C)C#C/C=C/CN(C)Cc1cccc2ccccc12	
f`aa`@M@YKHhdhcLeISd@QUUQ@Q@@	Terbutaline	9.61		non-CNS	225.287	0.8308	-1.251	-2.4127	4	4	177.22	0.51115	0.63799	16	225 <= x < 250	CC(C)(C)NCC(c1cc(O)cc(O)c1)O	
ebQZLD@G@bm`QID`HcRHrJJIJQYKZIIFIKJIKJL\FVYESK_@pDEUUUK@AUUTTP@@	Terconazole	8.41		non-CNS	532.470	3.7184	-4.057	2.6685	8	0	390.19	0.44399	0.86954	36	525 <= x < 550	CC(C)N(CC1)CCN1c(cc1)ccc1OCC1OC(Cn2ncnc2)(c(ccc(Cl)c2)c2Cl)OC1	
ffsA`@@QkdTRTtRaRfbQhqVg^rUiZjjjjfj@@	Testolactone			non-CNS	300.397	2.7066	-3.745	2.7066	3	0	221.61	0.31014	0.89666	22	300 <= x < 325	CC(CC1)(C(CC2)C(CC3)C1C(C)(C=C1)C3=CC1=O)OC2=O	
fnsa`@N@rWHhhddeEDUddf\mzJVjjj``Jj`@@	Tetrabenazine	7.33		CNS	317.427	3.3076	-2.754	3.0009	4	0	249.65	0.31457	0.87051	23	300 <= x < 325	CC(C)CC(CN(CC1)C(C2)c(cc3OC)c1cc3OC)C2=O	
e`\TA@@Ek`AC@djmclbbbbbbbvfd|VbRbgFbgcaWPsPMAUEUMMSUE@@@	Tetracycline	5.81	7.13	non-CNS	444.439	-1.3318	-1.829	-8.4169	10	6	291.28	0.32369	1.0676	32	425 <= x < 450	CC(C(CC(C(C(O)=C(C(N)=O)C1=O)N(C)C)C11O)C2=C1O)(c1cccc(O)c1C2=O)O	
fhii`@DTxIPK^rJIQQHsPqgEFZYjjjj@@	Tetrahydrobiopterin	5.41		non-CNS	241.250	-2.523	-2.564	-2.5241	8	6	169.26	0.42351	0.79924	17	225 <= x < 250	CC(C(C(CN1)NC2=C1NC(N)=NC2=O)O)O	
e`T^F@@DJNAEKF`JemgolbbTTRLJTRVTrbbJcGBfbVSSMUU@AMTuMP@@@	Tetrahydrofolic acid	5.32	3.02	non-CNS	445.435	-4.2143	-3.987	-8.1087	13	8	321.71	0.57696	0.8236	32	425 <= x < 450	NC(NC1=C2NC(CNc(cc3)ccc3C(NC(CCC(O)=O)C(O)=O)=O)CN1)=NC2=O	
fbmQB@AJRBHRYVyV[WisShy`BFijib`@@	Tetrazepam			CNS	288.777	2.8817	-4.318	2.8817	3	0	218.47	0.27939	0.86153	20	275 <= x < 300	CN(c(ccc(Cl)c1)c1C(C1=CCCCC1)=NC1)C1=O	
fluPP@DTAsUlbbTTTlTvRXHshiZjZfX@`a``@	Thalidomide			CNS	258.232	0.1094	-2.138	0.10937	6	1	179.04	0.27759	0.79328	19	250 <= x < 275	O=C(c1c2cccc1)N(C(CCC(N1)=O)C1=O)C2=O	
fgApB@LLx@HRevUUpPTcViYj@H@@@	Thiabendazole			non-CNS	201.253	1.7705	-2.657	1.7699	3	1	150.65	0.27453	0.71194	14	200 <= x < 225	c1c(-c2nc(cccc3)c3[nH]2)ncs1	
fmopA@NYf@HBDISLrj~zkZ}NRmipyt@PAAUUUUA@@@	Thiethylperazine	8		CNS	399.625	5.0535	-4.714	4.0166	3	0	306.5	0.44976	0.83271	27	375 <= x < 400	CCSc(cc1)cc2c1Sc(cccc1)c1N2CCCN1CCN(C)CC1	
dmN``DkaT@aIefUneVfZjP@	Thioguanine			non-CNS	167.196	-1.0838	-1.937	-1.0841	5	3	123.75	0.1783	0.76416	11	150 <= x < 175	NC(Nc1c2[nH]cn1)=NC2=S	
egh\DD@FDnec`HaPHRYVyYu_e]UjNEMOHfnh@bhHHjjjfH`@@	Thiopropazate	7.5		CNS	446.013	4.6495	-4.573	4.0289	5	0	333.68	0.51411	0.85376	30	425 <= x < 450	CC(OCCN1CCN(CCCN2c(cc(cc3)Cl)c3Sc3c2cccc3)CC1)=O	
eghRDD@LMNchD@@cpHrRPqPiSQJKIKZIKJF^AEM[GKU@DUAAEUTQ@@@	Thioproperazine	7.96		CNS	446.638	3.2979	-2.773	2.2886	6	0	326.39	0.44374	0.87805	30	425 <= x < 450	CN(C)S(c(cc1)cc2c1Sc(cccc1)c1N2CCCN1CCN(C)CC1)(=O)=O	
figPA@NY@DABDifYU_][eirUmNzN`B@HJjjjBaF`@	Thioridazine	8.93		CNS	370.583	5.5295	-5.947	3.9888	2	0	281.18	0.39344	0.84401	25	350 <= x < 375	CN1C(CCN2c(cc(cc3)SC)c3Sc3c2cccc3)CCCC1	
dmo@PDp`BH|DffYj[aeVjjjh@@	Thiotepa			non-CNS	189.222	0.9707	-1.917	0.9707	3	0	119.19	0.54961	0.48173	11	175 <= x < 200	S=P(N1CC1)(N1CC1)N1CC1	
egh\DD@LNchD@@bpHrRPqPiSJIIIKZIKJZNAEM[GKU@ATqAEUTA@PNH	Thiothixene	8.16		CNS	443.634	3.8126	-2.53	2.6274	5	0	327.04	0.38899	0.88579	30	425 <= x < 450	CN(C)S(c(cc1)cc2c1Sc(cccc1)c1/C2=C/CCN1CCN(C)CC1)(=O)=O	
fkPQ@ENEKYpQC@cHhdiiDXhldeldeJ\M{MX@aZjbBJjXBFb@@	Tianeptine	7.81		CNS	436.959	2.5056	-4.97	-0.67873	6	2	316.7	0.39179	0.91432	29	425 <= x < 450	CN(c1c(C(c(cc2)c3cc2Cl)NCCCCCCC(O)=O)cccc1)S3(=O)=O	
fnk@`@@ErJIJYJIKSQJVcIJ]zNVjZjjjjnj@@	Tibolone			non-CNS	312.451	3.5238	-4.441	3.5238	2	1	235.75	0.25013	0.90851	23	300 <= x < 325	CC(C1)C(C(CC2)C(C)(CC3)C2(C#C)O)C3C(CC2)=C1CC2=O	
ebQVBL@LBIMKGJemlP@czPQdLdTRRTVRbabtRfRVTvWBec`TSWUpMAAQUUUUAPTUCP@@@	Ticagrelor			non-CNS	522.575	2.5244	-5.208	2.5244	10	4	365.38	0.37039	0.9183	36	500 <= x < 525	CCCSc1nc(NC(C2)C2c(cc2)cc(F)c2F)c2nnn(C(CC(C3O)OCCO)C3O)c2n1	
fi{Pq@MAEIWnc@DQBLdRVbbeTTVRTTpQpTyiZfZijjfj@@	Ticarcillin		3.09	non-CNS	384.432	0.4731	-1.78	-3.8349	8	3	250.08	0.42727	0.89959	25	375 <= x < 400	CC(C)(C1C(O)=O)SC(C2NC(C(C(O)=O)c3cscc3)=O)N1C2=O	
ee[ZA@@OHo`\PACDamhT\bbbbbbbtQdvfbTlVRbb|gFb`SaRusPMAUQUUMLuSUUQP@@	Tigecycline	8.66	7.12	non-CNS	585.656	-1.2251	-2.613	-8.373	13	7	412.46	0.4015	1.065	42	575 <= x < 600	CC(C)(C)NCC(Nc1cc(N(C)C)c(CC(CC(C(C(O)=C(C(N)=O)C2=O)N(C)C)C22O)C(C3=O)=C2O)c3c1O)=O	
fbu``@M@PdrtlskOYOlmUTEPTd@@@	Tilidine	8.6		CNS	273.375	2.219	-2.578	0.98983	3	0	225.28	0.52086	0.80949	20	250 <= x < 275	CCOC(C(CCC=C1)(C1N(C)C)c1ccccc1)=O	
fjmIb@HHXFeo@BLdRRRbRTQrdpPwjVjjjjjjBb@@	Timolol	9.76		non-CNS	316.425	1.0507	1.534	-1.3112	7	2	243.58	0.51675	0.6766	21	300 <= x < 325	CC(C)(C)NCC(COc1nsnc1N1CCOCC1)O	
f`apRBNJMACo@BES{lddJVbbbfcKUURsP@@	Tinidazole			non-CNS	247.274	-0.9547	-0.762	-0.95472	7	0	179.27	0.62781	0.70595	16	225 <= x < 250	CCS(CCn1c([N+]([O-])=O)cnc1C)(=O)=O	
fnsQ@`CIDBHUDEbJaBSLkN{LkKNIsUlAAUUSKRUBa@@	Tioconazole	6.48		non-CNS	387.717	4.2335	-4.262	4.1425	3	0	272.96	0.4036	0.77811	23	375 <= x < 400	Clc1c(COC(Cn2cncc2)c(ccc(Cl)c2)c2Cl)ccs1	
fgQR@LW`aVl`BLddJTRbQfRrRRTRTTgnmUTu@AUUUQPiP@	Tirofiban	10.21	3.17	non-CNS	440.603	1.5443	-4.412	-2.6836	7	3	347.74	0.62802	0.69862	30	425 <= x < 450	CCCCS(NC(Cc(cc1)ccc1OCCCCC1CCNCC1)C(O)=O)(=O)=O	
e`TZI@@GHfeo`LAEMOLngldTTRbRfLTLJTrbaUDbQVquUUUUUUUUUUT@@@	Tobramycin	9.66		non-CNS	467.518	-7.0196	-0.334	-9.4478	14	10	317.39	0.52761	0.90727	32	450 <= x < 475	NCC(C(CC1N)O)OC1OC(C(CC(C1OC(C(C2N)O)OC(CO)C2O)N)N)C1O	
fcoPP@CAASj|dTtRRrbbTRrLrwINBt]AAEMTEAEPdMD@@	Tofisopam			non-CNS	382.458	5.8707	-5.633	5.8707	6	0	305.28	0.31082	0.90037	28	375 <= x < 400	CCC(c1c2)C(C)=NN=C(c(cc3)cc(OC)c3OC)c1cc(OC)c2OC	
fjmqb@LRMA@`AFRREQQKKQIYZmdju@pQUUD@@	Tolazamide		4.07	non-CNS	311.405	1.2297	-2.932	-2.0985	6	2	234.13	0.46853	0.66485	21	300 <= x < 325	Cc(cc1)ccc1S(NC(NN1CCCCCC1)=O)(=O)=O	
fdiQb@LR``P@cIIBhheedmjru@pQU@@@	Tolbutamide		4.33	non-CNS	270.352	2.2297	-2.814	-0.83673	5	2	208.31	0.6088	0.63466	18	250 <= x < 275	CCCCNC(NS(c1ccc(C)cc1)(=O)=O)=O	
fbuaPBH@PrQhRclbfbbtQfbRpeQRtDDS@A@@@	Tolcapone		5.59	CNS	273.243	1.5205	-3.928	-0.71479	6	2	199.4	0.53042	0.78055	20	250 <= x < 275	Cc(cc1)ccc1C(c(cc1O)cc([N+]([O-])=O)c1O)=O	
foAa`@L@PiIeem^HpufjhHBbAJ@@	Toloxatone			CNS	207.228	1.084	-2.61	1.084	4	1	156.44	0.46389	0.68393	15	200 <= x < 225	Cc1cccc(N(CC(CO)O2)C2=O)c1	
