Structure [idcode]	m	Value	Unit	Type	Ligand Efficiency	Binding Efficiency	Surface Efficiency	Assay Category	Assay Organism	Target Name	Target Organism	Target Description	Sequence Accession	Reference	Pubmed ID	DOI	pValue	Ring Systems [idcode]	Ring Systems 3 [idcode]	Murcko Frequency	Row-ID	Neighbor Similarity SkelSpheres 88%	Neighbor Count	Neighbor	Neighbor Analysis X	Neighbor Analysis Y	SALI pValue/SkelSpheres	Smiles	
eodRDB@MGMckK`I@RPddEICHhhdiMULhdlhheEFNLbegmkhBBjf`@``Z@H@@ !BROvH@ozrOu~@Da}@S}~`H@AowyHX`B_hAHPFmwuH_z@[}H_PFRGtw_V@Zg~_zqgFnC`YS]}	=	28	nM	IC50	0.33	17.55	8.11			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	J. Med. Chem. 51 (5), 1231-1241 (2008)	18260617		7.552841968657781	figp`@DXFAjSJsJkLlz][u^mFuP@@A@QBA@@@	fa{@@@LdbbbRTVZRTRPmJ\Zs^uUUUUUUUU@@@	30.0	128	0.90231; 0.92849; 0.9228; 0.92863	4	513; 143; 137; 129	-0.106688246	0.50725657	4.5773; 5.0207; 22.653; 12.347	Nc1noc2cccc(-c(cc3)ccc3NC(Nc(cc3)cc(C(F)(F)F)c3F)=O)c12	
eodRDB@BEMciK`IBrP\dOICHhhdmEeHiTlhheEFALbegmkhHHZj`@``Z@H@@ !Bm{tAO}_|ROtw_[]}b@Hw@gz@ROtw_PFMwu}RHJwmwuH_z@[}H_PFRGtw_V@Zg~_zqgFnC`YS]}	=	213	nM	IC50	0.29	15.50	7.16			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	J. Med. Chem. 51 (5), 1231-1241 (2008)	18260617		6.671620396561262	figp`@DXFAjSJsJkLlz][u^mFuP@@A@QBA@@@	fa{@@@LdbbbRTVZRTRPmJ\Zs^uUUUUUUUU@@@	30.0	129	0.95521; 0.93111; 0.93409; 0.91704; 0.96739; 0.92863	6	484; 144; 143; 137; 76; 128	-0.054254666	0.55760145	51.979; 14.313; 7.9235; 10.457; 3.1577; 12.347	Nc1noc2cccc(-c(cc3)ccc3NC(Nc(cc(C(F)(F)F)cc3)c3F)=O)c12	
fcH`@DXGLB|bbRbbRRbSTTRbfgVcwXumT@@AQA@t@P@@ !B@[~w_Tc}MpAowy@Mwvw_Tc}upw@oz@[~w_Wz@mwuH_PFRGtw_V@Zg~_zqgFnC`YS]}	=	17	nM	IC50	0.38	20.86	8.34			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	J. Med. Chem. 51 (5), 1231-1241 (2008)	18260617		7.769551078621725	figp`@DXFAjSJsJkLlz][u^mFuP@@A@QBA@@@	fa{@@@LdbbbRTVZRTRPmJ\Zs^uUUUUUUUU@@@	30.0	130	1; 0.96253; 0.93686	3	495; 404; 136	0.22415054	0.7311959	0; 47.231; 1.3355	Cc1cc(NC(Nc(cc2)ccc2-c2c3c(N)noc3ccc2)=O)cc(C)c1	
eodRLL@MGMcbKK`IABPpdLbdJbRrTrbRrbbTTdTrJV^vnjh@JZ@BBAh@`@@ !BrHI}RHJwbHIH_zb@IH_\c}R@IHX`B_hAHPFmwuH_z@[}H_PFRGtw_V@Zg~_zqgFnC`YS]}	=	27	nM	IC50	0.33	17.67	7.39			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	J. Med. Chem. 51 (5), 1231-1241 (2008)	18260617		7.568636235841011	figp`@DXFAjSJsJkLlz][u^mFuP@@A@QBA@@@	fa{@@@LdbbbRTVZRTRPmJ\Zs^uUUUUUUUU@@@	30.0	131	0.93157; 0.92863	2	350; 138	-0.09940195	0.2500983	19.45; 4.8589	Nc1noc2cccc(-c(cc3)ccc3NC(Nc(cc3)ccc3OC(F)(F)F)=O)c12	
fmoHb@NJzNTpRBSJzvrnsKMQg`mWv\@EM@AA@t@P@@ !BROw~ox`BRGwHT`BROvH@gz@ROtAo{]}ROw~opFRGtAota}Mwu`Foyg~lYqk`xFTw_P	=	4	nM	IC50	0.42	23.18	9.01			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	J. Med. Chem. 51 (5), 1231-1241 (2008)	18260617		8.397940008672036	figp`@DXFAjSJsJkLlz][u^mFuP@@A@QBA@@@	fa{@@@LdbbbRTVZRTRPmJ\Zs^uUUUUUUUU@@@	30.0	132	0.93686; 0.92739; 0.93373; 0.92418; 0.96064; 0.92739; 0.97658; 0.92124	8	140; 139; 136; 85; 87; 134; 133; 127	0.14832781	0.9054828	3.8493; 4.146; 8.2104; 3.9704; 20.652; 2.4253; 0; 9.4001	Nc1noc2cccc(-c(cc3)ccc3NC(Nc(cc3)ccc3F)=O)c12	
fmoH`@DXzLDtfUfUWunV[Sk^Zolvj@@@JBAh@`@@ !B@[}H[]}@[|wK]}ROtw_Wy@k|Aos\BuqH__z@@[|wDa}Mwu`Foyg~lYqk`xFTw_P	=	4	nM	IC50	0.42	23.43	9.01			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	J. Med. Chem. 51 (5), 1231-1241 (2008)	18260617		8.397940008672036	figp`@DXFAjSJsJkLlz][u^mFuP@@A@QBA@@@	fa{@@@LdbbbRTVZRTRPmJ\Zs^uUUUUUUUU@@@	30.0	133	0.94002; 0.95201; 0.96064; 0.92739; 0.97658	5	140; 136; 85; 134; 132	0.11432657	0.8611634	4.0517; 11.336; 7.6475; 2.4253; 0	Cc(cc1)ccc1NC(Nc(cc1)ccc1-c1c2c(N)noc2ccc1)=O	
fmoHb@FJzNTpQBSJwvrnsKMSg`mWv\@QM@AA@t@P@@ !Bb@IH__z@R@JH@dc}_dBH@gz@ROtAo{]}ROw~opFRGtAota}Mwu`Foyg~lYqk`xFTw_P	=	6	nM	IC50	0.42	21.70	8.82			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	J. Med. Chem. 51 (5), 1231-1241 (2008)	18260617		8.221848749616356	figp`@DXFAjSJsJkLlz][u^mFuP@@A@QBA@@@	fa{@@@LdbbbRTVZRTRPmJ\Zs^uUUUUUUUU@@@	30.0	134	0.93367; 0.92418; 0.97658; 0.93058; 0.96064; 0.92757; 0.92152; 0.92757; 0.92739; 0.92739	10	140; 139; 136; 80; 83; 125; 126; 127; 132; 133	0.18353942	0.8536828	1.0094; 1.6478; 15.712; 9.1731; 7.6475; 10.907; 1.592; 7.7903; 2.4253; 2.4253	Nc1noc2cccc(-c(cc3)ccc3NC(Nc3cccc(Cl)c3)=O)c12	
ek`ZB@DHACIe`DMMhIPyInUome]fV[bRIHXz[Yh@bZ@BBAh@`@@ !BRGw~ox`BRGw~`D`Bb@IHWy@b@I~`Dc}@[~w_Tc}k|Aota}@[}H_S]}XAk~_ykF\ZxNAeMwt	=	5	nM	IC50	0.39	21.32	5.97			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	J. Med. Chem. 51 (5), 1231-1241 (2008)	18260617		8.301029995663981	figp`@DXFAjSJsJkLlz][u^mFuP@@A@QBA@@@	fa{@@@LdbbbRTVZRTRPmJ\Zs^uUUUUUUUU@@@	30.0	135		0		-0.6623779	0.14134455		Nc1noc2cccc(-c(cc3)ccc3NC(Nc3cccc([N+]([O-])=O)c3)=O)c12	
fmoH`@DXzLD|bbRbbRRfjbbTTtzpVk{Mj`@@H``Z@H@@ !B@[~w_Tc}MpAos]}_dBw_Tc}MpKWOz@[~`C]}RGtAota}Mwu`Foyg|lYqk`xFTw_P	=	14	nM	IC50	0.40	21.91	8.43			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	J. Med. Chem. 51 (5), 1231-1241 (2008)	18260617		7.853871964321761	figp`@DXFAjSJsJkLlz][u^mFuP@@A@QBA@@@	fa{@@@LdbbbRTVZRTRPmJ\Zs^uUUUUUUUU@@@	30.0	136	0.93686; 0.93373; 0.96064; 0.93069; 0.9279; 0.93686; 0.96064; 0.93373; 0.93058; 0.92739; 0.93686; 0.93373; 0.95201; 0.97658	14	495; 481; 471; 144; 143; 140; 74; 80; 83; 139; 130; 132; 133; 134	0.088759124	0.7637037	11.823; 23.334; 16.423; 2.8322; 9.1543; 4.7678; 1.7008; 4.0571; 9.6367; 3.3473; 1.3355; 8.2104; 11.336; 15.712	Cc1cccc(NC(Nc(cc2)ccc2-c2c3c(N)noc3ccc2)=O)c1	
eghRDL@NKEmcC`IABPpdLbdLTRVaTRVTTRbdfbVTurquTDDM@AA@t@P@@ !B@XB@XC~hAH@c\BROu~POz@b@KWGz@ROtAo{]}ROw~opFRGtAota}Mwu`Foyg~lYqk`xFTw_P	=	1570	nM	IC50	0.26	14.08	6.23			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	J. Med. Chem. 51 (5), 1231-1241 (2008)	18260617		5.804100347590766	figp`@DXFAjSJsJkLlz][u^mFuP@@A@QBA@@@	fa{@@@LdbbbRTVZRTRPmJ\Zs^uUUUUUUUU@@@	30.0	137	0.92835; 0.9228; 0.91704	3	143; 128; 129	-0.17660356	0.5272582	19.396; 22.653; 10.457	Nc1noc2cccc(-c(cc3)ccc3NC(Nc3c(C(F)(F)F)cccc3)=O)c12	
eodRLL@AGMcbKK`IABPpdLbdJbbRtJbRrbbTTTLrJV^vnjhHHZ@BBAh@`@@ !BR@I}RHJwR@K~`D`BMpIHWy@hBH@m]|_hAHPFmwuH_z@[}H_PFRGtw_V@Zg~_zqgFnC`YS]}	=	60	nM	IC50	0.32	16.86	7.05			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	J. Med. Chem. 51 (5), 1231-1241 (2008)	18260617		7.221848749616355	figp`@DXFAjSJsJkLlz][u^mFuP@@A@QBA@@@	fa{@@@LdbbbRTVZRTRPmJ\Zs^uUUUUUUUU@@@	30.0	138	0.92863	1	131	-0.050323453	0.3028272	4.8589	Nc1noc2cccc(-c(cc3)ccc3NC(Nc(cccc3)c3OC(F)(F)F)=O)c12	
fmoHb@BJzNTpRFQQQIZEQIYQQJJLExKU}gAACP@PPM@D@@ !BhAH@c\BROu~POz@b@KW_Gz@ROtAo{]}ROw~opFRGtAota}Mwu`Foyg~lYqk`xFTw_P	=	8	nM	IC50	0.41	22.34	8.69			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	J. Med. Chem. 51 (5), 1231-1241 (2008)	18260617		8.096910013008056	figp`@DXFAjSJsJkLlz][u^mFuP@@A@QBA@@@	fa{@@@LdbbbRTVZRTRPmJ\Zs^uUUUUUUUU@@@	30.0	139	0.93686; 0.92394; 0.96064; 0.92739; 0.92418; 0.92739	6	144; 140; 89; 132; 134; 136	0.13689084	0.8054231	6.9583; 0.76241; 32.843; 4.146; 1.6478; 3.3473	Nc1noc2cccc(-c(cc3)ccc3NC(Nc(cccc3)c3F)=O)c12	
fewH`@DX[t@tfUfUW~YYmNmzlvcZh@@@``Z@H@@ !B@[}H[]}@[|wK]}ROtw_Wy@k|Aos\BuqH__z@@[}H_S]}XAk~_ykF\ZxNAeMwt	=	7	nM	IC50	0.43	23.68	8.75			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	J. Med. Chem. 51 (5), 1231-1241 (2008)	18260617		8.154901959985743	figp`@DXFAjSJsJkLlz][u^mFuP@@A@QBA@@@	fa{@@@LdbbbRTVZRTRPmJ\Zs^uUUUUUUUU@@@	30.0	140	0.95857; 0.95857; 0.93686; 0.94002; 0.93367; 0.93686; 0.92394	7	413; 75; 132; 133; 134; 136; 139	0.08228229	0.9078692	10.979; 21.417; 3.8493; 4.0517; 1.0094; 4.7678; 0.76241	Nc1noc2cccc(-c(cc3)ccc3NC(Nc3ccccc3)=O)c12	
eghRDL@IKEmcC`IABPpdLbdLRTvfTRVTTRb`bbVTurquT@QM@AA@t@P@@ !BR@I}RHJwR@IH__z@R@JH@dc}_dBH@gz@ROtAo{]}ROw~opFRGtAota}Mwu`Foyg~lYqk`xFTw_P	=	64	nM	IC50	0.33	17.45	7.72			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	J. Med. Chem. 51 (5), 1231-1241 (2008)	18260617		7.193820026016112	figp`@DXFAjSJsJkLlz][u^mFuP@@A@QBA@@@	fa{@@@LdbbbRTVZRTRPmJ\Zs^uUUUUUUUU@@@	30.0	143	0.95837; 0.96589; 0.95318; 0.92863; 0.92849; 0.93409; 0.9279; 0.92835; 0.96589	9	373; 81; 116; 123; 128; 129; 136; 137; 141	-0.13680366	0.63819844	12.161; 23.637; 32.147; 7.3899; 5.0207; 7.9235; 9.1543; 19.396; 37.946	Nc1noc2cccc(-c(cc3)ccc3NC(Nc3cccc(C(F)(F)F)c3)=O)c12	
fcHb@BJGNRpRBSLks|klrsLDFO]cWAACT@DDCPA@@@ !Bm{tAO}_|ROtw_[]}b@Hw@gz@ROvw_PFmwuH_z@[}H_PFRGtw_V@Zg~_zqgFnC`YS]}	=	22	nM	IC50	0.37	20.35	8.22			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	J. Med. Chem. 51 (5), 1231-1241 (2008)	18260617		7.6575773191777925	figp`@DXFAjSJsJkLlz][u^mFuP@@A@QBA@@@	fa{@@@LdbbbRTVZRTRPmJ\Zs^uUUUUUUUU@@@	30.0	144	0.93686; 0.96253; 0.96253; 0.96253; 0.9339; 0.93091; 0.92206; 0.93111; 0.93069; 0.93686; 0.96253	11	449; 354; 185; 79; 119; 120; 124; 129; 136; 139; 142	0.068102	0.58873445	26.016; 1.5373; 15.595; 3.5117; 13.549; 6.4107; 2.7443; 14.313; 2.8322; 6.9583; 48.943	Cc(cc1)cc(NC(Nc(cc2)ccc2-c2c3c(N)noc3ccc2)=O)c1F	
ehRRBL@MGMcbKKo`IABPpdLbdJbRrTrbRrbbTTZdTrJV^vnjh@JZ@BBAhhB@@@ !BmtBmwvHmwvw@k]}`Bw@k\B`Bw@ox@bOrwOx@mpJH@ox@`BH@ox@b@Jw@fAe`C~@BpXFa}`Fk\B`BH@`	=	1.26	nM	Ki				other		Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888				8.899629458169542	figp`@DXFAjSJsJkLlz][u^mFuP@@A@QBA@@@	fa{@@@LdbbbRTVZRTRPmJ\Zs^uUUUUUUUU@@@	30.0	350	0.89324; 0.93157	2	123; 131	-0.0711565	0.37700534	11.038; 19.45	COc(ccc(-c(cc1)ccc1NC(Nc(cc1)ccc1OC(F)(F)F)=O)c12)c2onc1N	
eghRLD@AMAieEc`IAbPrJIJHjYQIYQQJJMT\AQ][CKPAEM@AA@tTA@@@ !B`BH@k\B`C~@H`BmpJw@ox@bOrwOx@mpJH@ox@`BH@ox@b@Jw@fAe`C~@BpXFa}`Fk\B`BH@`	=	39.81	nM	Ki				other		Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888				7.400007807434422	figp`@DXFAjSJsJkLlz][u^mFuP@@A@QBA@@@	fa{@@@LdbbbRTVZRTRPmJ\Zs^uUUUUUUUU@@@	30.0	459	0.91374; 0.92232; 0.92232; 0.92527; 0.89402; 0.91964	6	508; 498; 121; 122; 123; 124	-0.14331312	0.3972534	0; 1.2876; 5.0961; 1.6443; 3.0311; 0.54369	COc(ccc(-c(cc1)ccc1NC(Nc1cc(F)cc(F)c1)=O)c12)c2onc1N	
fcH`@DXGLB|bbRbbRRbSTTRbfgVcwXumT@@AQA@t@P@@ !B@[~w_Tc}MpAowy@Mwvw_Tc}upw@oz@[~w_Wz@mwuH_PFRGtw_V@Zg~_zqgFnC`YS]}	=	2.51	nM	Ki				other		Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888				8.600326280169062	figp`@DXFAjSJsJkLlz][u^mFuP@@A@QBA@@@	fa{@@@LdbbbRTVZRTRPmJ\Zs^uUUUUUUUU@@@	30.0	495	1; 0.93686; 0.96253	3	130; 136; 404	0.24541458	0.66958094	0; 11.823; 69.406	Cc1cc(NC(Nc(cc2)ccc2-c2c3c(N)noc3ccc2)=O)cc(C)c1	
ek`RLH@FENaiIm`LSHhdimLhdlhheEFjNO@fenih@bZ@BBAhhB@@@ !Bb@IH__z@R@JH@dc}_dBH@gz@ROtAo{]}ROw~opFRGtAota}Mwu`Foyg~lYqk`xFTw__zMwt	=	50.12	nM	Ki				other		Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888				7.2999889469332055	figp`@DXFAjSJsJkLlz][u^mFuP@@A@QBA@@@	fa{@@@LdbbbRTVZRTRPmJ\Zs^uUUUUUUUU@@@	30.0	498	0.91635; 0.92805; 1; 0.97878; 0.91704; 0.91333; 0.92232	7	508; 98; 121; 122; 123; 124; 459	-0.28222898	0.42756036	1.1957; 3.3027; 0; 10.504; 5.0777; 1.6582; 1.2876	COc(ccc(-c(cc1)ccc1NC(Nc1cccc(Br)c1)=O)c12)c2onc1N	
eghRLH@AMAieEc`ICHhhdTieDeeEDhhtqpEEulLm@PTt@DDCQPD@@@ !BmpJw__x@mpK~_{\B`Bw@ox@bOrwOx@mpJH@ox@`BH@ox@b@Jw@fAe`C~@BpXFa}`Fk\B`BH@`	=	39.81	nM	Ki				other		Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888				7.400007807434422	figp`@DXFAjSJsJkLlz][u^mFuP@@A@QBA@@@	fa{@@@LdbbbRTVZRTRPmJ\Zs^uUUUUUUUU@@@	30.0	508	0.91635; 0.91635; 0.90581; 0.93405; 0.91374; 0.91635	6	121; 122; 123; 124; 459; 498	-0.19207972	0.34136808	4.7324; 1.4688; 3.4107; 0.66245; 0; 1.1957	Cc(cc(cc1)NC(Nc(cc2)ccc2-c(cc2)c3c(N)noc3c2OC)=O)c1F	
fcq`@BLf@mTfYeUUU]uvEIV`qSejYj`@@jjh@@@ !BD`@gvHKN\lFK}Ntc@`zjCef\B{UHa}b@Hw@oz@b@IH__x@MrH@c_|`Bw_X`B`BH@k\B	=	6700	nM	IC50	0.25	13.71	7.36		Homo sapiens	Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	J. Med. Chem. 49 (11), 3101-3115 (2006)	16722630		5.173925197299173	fb}Q@@BL@dsLjjjjJRmAbgKTsU@@@@@@@	flm@@@LdbbRNTRRRiq`kNbfjjjjjjj@@	31.0	24	0.92527	1	22	-0.62841886	0.078613706	9.5297	CN(C)CCOc(cc1)cc2c1[nH]c(C(c1cc(ccc(OC)c3)c3[nH]1)=O)c2	
ffsPb@NVuTFIdTTRbjfbRRVXKdoArV@bFZZ@H`@@ !Bmww~os_|mwvDj]}im|w@lwO@k_}mpC~KA_LFBCjHNVH_X`BbOqHX`B	=	3400	nM	IC50	0.34	15.40	7.94		Homo sapiens	Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	J. Med. Chem. 49 (11), 3101-3115 (2006)	16722630		5.468521082957744	fb}Q@@BL@dsLjjjjJRmAbgKTsU@@@@@@@	flm@@@LdbbRNTRRRiq`kNbfjjjjjjj@@	31.0	25	0.96567; 0.91723; 0.90171; 0.96898; 0.96567	5	37; 38; 32; 29; 26	-0.7102004	0.55209184	50.062; 1.4077; 7.1769; 32.232; 16.537	Oc(cc1)cc2c1[nH]c(C(c([nH]c1ccc3)cc1c3Br)=O)c2	
ffsPb@NVuTDQdTTRbjfbRRVXKdoArV@bFZZ@H`@@ !Bmww~os_|mwvDj]}im|w@lwO@k_}mpC~KA_LFBCjHNVH_X`BbOqHX`B	=	920	nM	IC50	0.37	19.43	8.76		Homo sapiens	Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	J. Med. Chem. 49 (11), 3101-3115 (2006)	16722630		6.036212172654444	fb}Q@@BL@dsLjjjjJRmAbgKTsU@@@@@@@	flm@@@LdbbRNTRRRiq`kNbfjjjjjjj@@	31.0	26	0.93686; 0.96567; 0.91723; 0.90171; 0.96567; 0.96567	6	42; 37; 38; 32; 29; 25	-0.74341893	0.49402148	16.412; 33.525; 5.4514; 1.4011; 12.593; 16.537	Oc(cc1)cc2c1[nH]c(C(c([nH]c1ccc3)cc1c3Cl)=O)c2	
ffsPb@FVuTD`drmkwJj}NBexNRpAESSPAB@@@ !BROw~_p`BRGuHZ[_b@J@LXPk@k_}MpC~KN\lFBCjhNVH_X`Bb@IH_X`B	=	1000	nM	IC50	0.37	20.39	8.71		Homo sapiens	Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	J. Med. Chem. 49 (11), 3101-3115 (2006)	16722630		5.999999999999999	fb}Q@@BL@dsLjjjjJRmAbgKTsU@@@@@@@	flm@@@LdbbRNTRRRiq`kNbfjjjjjjj@@	31.0	27	0.91263; 0.90575; 0.93686; 0.93302; 0.96898; 0.92913; 0.91374; 0.90502; 0.95532	9	53; 46; 43; 36; 35; 33; 31; 29; 28	-0.50084555	0.6170686	2.7941; 10.61; 13.951; 1.9523; 2.5522; 16.452; 3.1963; 4.9327; 17.224	Oc(cc1)cc2c1[nH]c(C(c1cc(ccc(F)c3)c3[nH]1)=O)c2	
ffsPb@AVuTD`drmnwJj}FBexNRp@TsSPAD@@@ !B@W}HW]}k~_{]}aBnfw|uO@k_}MpC~KN\lFBCjhNVH_X`Bb@IH_X`B	=	170	nM	IC50	0.42	23.00	9.83		Homo sapiens	Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	J. Med. Chem. 49 (11), 3101-3115 (2006)	16722630		6.769551078621726	fb}Q@@BL@dsLjjjjJRmAbgKTsU@@@@@@@	flm@@@LdbbRNTRRRiq`kNbfjjjjjjj@@	31.0	28	0.90846; 0.90846; 0.90575; 0.93686; 0.96898; 0.93302; 0.96898; 0.95532	8	53; 49; 47; 44; 36; 35; 33; 27	-0.437834	0.60428053	5.7396; 12.358; 18.775; 11.309; 20.589; 12.671; 12.775; 17.224	Oc(cc1)cc2c1[nH]c(C(c1cc(cc(cc3)F)c3[nH]1)=O)c2	
ffsPb@NVuTDadTTRbjfbRRVXKdoArV@bFZZ@H`@@ !BmwtAos_|]wvDJw]}Ic|w@bwO@k_}mpC~sA_LFJCjhNTH_X`BROqHX`B	=	340	nM	IC50	0.40	21.98	9.39		Homo sapiens	Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	J. Med. Chem. 49 (11), 3101-3115 (2006)	16722630		6.468521082957745	fb}Q@@BL@dsLjjjjJRmAbgKTsU@@@@@@@	flm@@@LdbbRNTRRRiq`kNbfjjjjjjj@@	31.0	29	0.93686; 0.96567; 0.93686; 0.90171; 0.96898; 0.96567; 0.90502	7	45; 37; 38; 32; 25; 26; 27	-0.6507198	0.5562641	23.259; 20.932; 13.993; 2.9973; 32.232; 12.593; 4.9327	Oc(cc1)cc2c1[nH]c(C(c([nH]c1ccc3)cc1c3F)=O)c2	
fnkQ`@BL@EnQQQQIIIIQIJbdkTTyJuLuPA@E@@@@ !B@ha}b@C~Ot{RtBpWsAbYpKmTXNj`yS\B_h@H_X`Bmww~@C_|R@IH__yb@H	=	6600	nM	IC50	0.31	16.91	6.63		Homo sapiens	Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	J. Med. Chem. 49 (11), 3101-3115 (2006)	16722630		5.180456064458131	fb}Q@@BL@dsLjjjjJRmAbgKTsU@@@@@@@	flm@@@LdbbRNTRRRiq`kNbfjjjjjjj@@	31.0	30	0.95793; 0.91425; 0.9025	3	34; 32; 31	-0.5434634	0.56766963	4.2891; 11.586; 11.234	COc1cccc2c1[nH]c(C(c1cc(cc(cc3)O)c3[nH]1)=O)c2	
fnkQ`@BL@VnQQQQIIIIIKHbdkPXiruLuP@@U@@@@ !B@h`@gvHKA_LFC}NtmA`zjCef\B{U@a}b@Hw@gz@R@IH__x@MrH@c_|mwt	=	530	nM	IC50	0.37	20.49	8.03		Homo sapiens	Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	J. Med. Chem. 49 (11), 3101-3115 (2006)	16722630		6.27572413039921	fb}Q@@BL@dsLjjjjJRmAbgKTsU@@@@@@@	flm@@@LdbbRNTRRRiq`kNbfjjjjjjj@@	31.0	31	0.91374; 0.92572; 0.91811; 0.92572; 0.92193; 0.92193; 0.91811; 0.92193; 0.91374; 0.90575; 0.91374; 0.9025	12	51; 47; 46; 44; 43; 41; 40; 39; 35; 33; 27; 30	-0.5199606	0.6696927	2.6096; 17.175; 15.578; 2.9646; 14.814; 16.871; 18.287; 16.285; 4.1142; 9.4448; 3.1963; 11.234	COc1cc([nH]c(C(c2cc(cc(cc3)O)c3[nH]2)=O)c2)c2cc1	
fnkQ`@BLAEnQQQQIIIIJIXbdkPTyJuLuP@PE@@@@ !B@ha}b@C~Ot{RtBpWsAbYpKmTXNj`yS\B_h@H_X`B`BH@c_|R@IH_Wx@b@H	=	670	nM	IC50	0.37	20.16	7.90		Homo sapiens	Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	J. Med. Chem. 49 (11), 3101-3115 (2006)	16722630		6.173925197299173	fb}Q@@BL@dsLjjjjJRmAbgKTsU@@@@@@@	flm@@@LdbbRNTRRRiq`kNbfjjjjjjj@@	31.0	32	0.91374; 0.90575; 0.90171; 0.90171; 0.90171; 0.91425	6	50; 37; 25; 26; 29; 30	-0.6838535	0.49963397	9.4753; 10.75; 7.1769; 1.4011; 2.9973; 11.586	COc1cccc2c1cc(C(c1cc(cc(cc3)O)c3[nH]1)=O)[nH]2	
ffsQ`@BL@VjSLrjjjobdkPXiruLuP@@T@@@@ !B@h`@gvHKA_LFC}NtmA`zjCef\B{U@a}b@Hw@gz@R@IH__x@MrH@gx@	=	40<NL>100<NL>100<NL>33	nM	IC50	0.46<NL><NL><NL>0.46	25.31<NL><NL><NL>25.60	8.30<NL><NL><NL>8.40	<NL><NL><NL>	Homo sapiens<NL><NL><NL>Homo sapiens	Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	J. Med. Chem. 49 (11), 3101-3115 (2006)	16722630		7.165897344287206	fb}Q@@BL@dsLjjjjJRmAbgKTsU@@@@@@@	flm@@@LdbbRNTRRRiq`kNbfjjjjjjj@@	31.0	33	0.90846; 0.96898; 0.92913; 0.96898; 0.90575; 0.92913	6	53; 36; 27; 28; 31; 35	-0.374294	0.5848002	10.069; 33.365; 16.452; 12.775; 9.4448; 17.569	Oc(cc1)cc2c1[nH]c(C(c1cc(cc(cc3)O)c3[nH]1)=O)c2	
fnkP`@BL@wHhhhddddhdlQRUhJ\eZfZh@HB`@@@ !B@ha}b@C~Ot{RtBpWsAbYpKmTXNj`yS\B_h@H_X`B`Bw_S_|R@IH__yb@H	=	10000	nM	IC50	0.30	16.43	7.26		Homo sapiens	Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	J. Med. Chem. 49 (11), 3101-3115 (2006)	16722630		5.0	fb}Q@@BL@dsLjjjjJRmAbgKTsU@@@@@@@	flm@@@LdbbRNTRRRiq`kNbfjjjjjjj@@	31.0	34	0.95793	1	30	-0.43115216	0.4605246	4.2891	CCc1cccc2c1[nH]c(C(c1cc(cc(cc3)O)c3[nH]1)=O)c2	
